DESCRIPTION,Month,ENCOUNTERCLASS,DISPENSES,TOTALCOST,RandomState,CityLookup,Year
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, September 1, 2000",wellness,1,260.78,Florida,,2000
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, January 1, 2001",wellness,1,260.78,Florida,,2001
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, September 1, 2001",wellness,1,260.78,Florida,,2001
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, February 1, 2002",wellness,1,260.78,Florida,,2002
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, September 1, 2002",wellness,1,260.78,Florida,,2002
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, February 1, 2003",wellness,1,260.78,Florida,,2003
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, September 1, 2003",wellness,1,260.78,Florida,,2003
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, September 1, 2004",wellness,1,260.78,Florida,,2004
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, October 1, 2005",wellness,1,260.78,Florida,,2005
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, July 1, 2006",wellness,1,260.78,Florida,,2006
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, October 1, 2006",wellness,1,260.78,Florida,,2006
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, July 1, 2007",wellness,1,260.78,Florida,,2007
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, October 1, 2007",wellness,1,260.78,Florida,,2007
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, July 1, 2008",wellness,1,260.78,Florida,,2008
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, October 1, 2008",wellness,1,260.78,Florida,,2008
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, August 1, 2009",wellness,1,260.78,Florida,,2009
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, October 1, 2009",wellness,1,260.78,Florida,,2009
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, August 1, 2010",wellness,1,260.78,Florida,,2010
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, August 1, 2011",wellness,1,260.78,Florida,,2011
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, August 1, 2012",wellness,1,260.78,Florida,,2012
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, August 1, 2013",wellness,1,260.78,Florida,,2013
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, August 1, 2014",wellness,1,260.78,Florida,,2014
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, September 1, 2014",wellness,1,260.78,Florida,,2014
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, November 1, 2014",wellness,1,260.78,Florida,,2014
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, December 1, 2014",wellness,1,260.78,Florida,,2014
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, January 1, 2015",wellness,1,260.78,Florida,,2015
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, February 1, 2015",wellness,1,260.78,Florida,,2015
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, March 1, 2015",wellness,1,260.78,Florida,,2015
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, August 1, 2015",wellness,1,260.78,Florida,,2015
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, October 1, 2015",wellness,1,260.78,Florida,,2015
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, November 1, 2015",wellness,1,260.78,Florida,,2015
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, February 1, 2016",wellness,1,260.78,Florida,,2016
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, March 1, 2016",wellness,1,260.78,Florida,,2016
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, August 1, 2016",wellness,1,260.78,Florida,,2016
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, September 1, 2016",wellness,1,260.78,Florida,,2016
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, November 1, 2016",wellness,1,260.78,Florida,,2016
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, February 1, 2017",wellness,1,260.78,Florida,,2017
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, March 1, 2017",wellness,1,260.78,Florida,,2017
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, September 1, 2017",wellness,1,260.78,Florida,,2017
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, November 1, 2017",wellness,1,260.78,Florida,,2017
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, March 1, 2018",wellness,1,260.78,Florida,,2018
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, September 1, 2018",wellness,1,260.78,Florida,,2018
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, December 1, 2018",wellness,1,260.78,Florida,,2018
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, March 1, 2019",wellness,1,260.78,Florida,,2019
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, April 1, 2019",wellness,1,260.78,Florida,,2019
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, September 1, 2019",wellness,1,260.78,Florida,,2019
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, October 1, 2019",wellness,1,260.78,Florida,,2019
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, November 1, 2019",wellness,1,260.78,Florida,,2019
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, December 1, 2019",wellness,1,260.78,Florida,,2019
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, March 1, 2020",wellness,1,260.78,Florida,,2020
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, April 1, 2020",wellness,1,260.78,Florida,,2020
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, September 1, 2020",wellness,1,260.78,Florida,,2020
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, October 1, 2020",wellness,1,260.78,Florida,,2020
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, November 1, 2020",wellness,1,260.78,Florida,,2020
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, December 1, 2020",wellness,1,260.78,Florida,,2020
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, January 1, 2021",wellness,1,260.78,Florida,,2021
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, March 1, 2021",wellness,1,260.78,Florida,,2021
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, April 1, 2021",wellness,1,260.78,Florida,,2021
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, August 1, 2021",wellness,1,260.78,Florida,,2021
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, September 1, 2021",wellness,1,260.78,Florida,,2021
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, December 1, 2021",wellness,1,260.78,Florida,,2021
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, March 1, 2022",wellness,1,260.78,Florida,,2022
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, April 1, 2022",wellness,1,260.78,Florida,,2022
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, August 1, 2022",wellness,1,260.78,Florida,,2022
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, October 1, 2022",wellness,1,260.78,Florida,,2022
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, December 1, 2022",wellness,1,260.78,Florida,,2022
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, August 1, 2023",wellness,1,260.78,Florida,,2023
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, December 1, 2023",wellness,1,260.78,Florida,,2023
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, October 1, 2024",wellness,1,260.78,Florida,,2024
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, November 1, 2024",wellness,1,260.78,Florida,,2024
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, December 1, 2024",wellness,1,260.78,Florida,,2024
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, January 1, 2025",wellness,1,260.78,Florida,,2025
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, April 1, 2025",wellness,1,260.78,Florida,,2025
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, May 1, 2025",wellness,1,260.78,Florida,,2025
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, September 1, 1979",urgentcare,1,260.78,Ohio,,1979
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, August 1, 1990",urgentcare,1,260.78,Ohio,,1990
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, December 1, 1990",urgentcare,1,260.78,Ohio,,1990
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, February 1, 1991",urgentcare,1,260.78,Ohio,,1991
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, July 1, 1991",urgentcare,1,260.78,Ohio,,1991
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, August 1, 1991",urgentcare,1,260.78,Ohio,,1991
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, March 1, 1992",urgentcare,1,260.78,Ohio,,1992
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, December 1, 1992",urgentcare,1,260.78,Ohio,,1992
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, February 1, 1993",urgentcare,1,260.78,Ohio,,1993
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, October 1, 1993",urgentcare,1,260.78,Ohio,,1993
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, October 1, 1994",urgentcare,1,260.78,Ohio,,1994
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, December 1, 1994",urgentcare,1,260.78,Ohio,,1994
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, October 1, 1995",urgentcare,1,260.78,Ohio,,1995
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, May 1, 1996",urgentcare,1,260.78,Ohio,,1996
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, September 1, 1996",urgentcare,1,260.78,Ohio,,1996
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, October 1, 1996",urgentcare,1,260.78,Ohio,,1996
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, February 1, 1997",urgentcare,1,260.78,Ohio,,1997
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, April 1, 1997",urgentcare,1,260.78,Ohio,,1997
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, December 1, 1997",urgentcare,1,260.78,Ohio,,1997
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, April 1, 1998",urgentcare,1,260.78,Ohio,,1998
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, July 1, 1998",urgentcare,1,260.78,Ohio,,1998
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, September 1, 1998",urgentcare,1,260.78,Ohio,,1998
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, December 1, 1998",urgentcare,1,260.78,Ohio,,1998
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, February 1, 1999",urgentcare,1,260.78,Ohio,,1999
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, January 1, 2001",urgentcare,1,260.78,Ohio,,2001
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, March 1, 2001",urgentcare,1,260.78,Ohio,,2001
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, April 1, 2001",urgentcare,1,260.78,Ohio,,2001
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, June 1, 2001",urgentcare,1,260.78,Ohio,,2001
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, July 1, 2001",urgentcare,1,260.78,Ohio,,2001
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, September 1, 2001",urgentcare,1,260.78,Ohio,,2001
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, October 1, 2001",urgentcare,1,260.78,Ohio,,2001
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, November 1, 2001",urgentcare,1,260.78,Ohio,,2001
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, December 1, 2001",urgentcare,1,260.78,Ohio,,2001
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, January 1, 2002",urgentcare,1,260.78,Ohio,,2002
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, February 1, 2002",urgentcare,1,260.78,Ohio,,2002
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, April 1, 2002",urgentcare,1,260.78,Ohio,,2002
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, May 1, 2002",urgentcare,1,260.78,Ohio,,2002
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, August 1, 2002",urgentcare,1,260.78,Ohio,,2002
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, November 1, 2002",urgentcare,1,260.78,Ohio,,2002
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, January 1, 2003",urgentcare,1,260.78,Ohio,,2003
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, February 1, 2003",urgentcare,1,260.78,Ohio,,2003
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, March 1, 2003",urgentcare,1,260.78,Ohio,,2003
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, April 1, 2003",urgentcare,1,260.78,Ohio,,2003
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, May 1, 2003",urgentcare,1,260.78,Ohio,,2003
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, August 1, 2003",urgentcare,1,260.78,Ohio,,2003
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, March 1, 2004",urgentcare,1,260.78,Ohio,,2004
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, July 1, 2004",urgentcare,1,260.78,Ohio,,2004
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, December 1, 2004",urgentcare,1,260.78,Ohio,,2004
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, January 1, 2005",urgentcare,1,260.78,Ohio,,2005
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, June 1, 2005",urgentcare,1,260.78,Ohio,,2005
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, July 1, 2005",urgentcare,1,260.78,Ohio,,2005
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, September 1, 2005",urgentcare,1,260.78,Ohio,,2005
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, December 1, 2005",urgentcare,1,260.78,Ohio,,2005
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, February 1, 2006",urgentcare,1,260.78,Ohio,,2006
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Wednesday, March 1, 2006",urgentcare,1,260.78,Ohio,,2006
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, June 1, 2006",urgentcare,1,260.78,Ohio,,2006
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Thursday, February 1, 2007",urgentcare,1,260.78,Ohio,,2007
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Sunday, April 1, 2007",urgentcare,1,260.78,Ohio,,2007
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, May 1, 2007",urgentcare,1,260.78,Ohio,,2007
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, September 1, 2007",urgentcare,1,260.78,Ohio,,2007
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Monday, October 1, 2007",urgentcare,1,260.78,Ohio,,2007
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Saturday, December 1, 2007",urgentcare,1,260.78,Ohio,,2007
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Friday, February 1, 2008",urgentcare,1,260.78,Ohio,,2008
120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent],"Tuesday, April 1, 2008",urgentcare,1,260.78,Ohio,,2008
